time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 5.9937e-09 0 5.9937e-09 0 5.9937e-09 0 5.9937e-09 
NO2 5.2138e-10 0 5.2138e-10 0 5.2138e-10 0 5.2138e-10 
NO 9.931e-09 0 9.931e-09 0 9.931e-09 0 9.931e-09 
NH3 1.126e-08 0 1.126e-08 0 1.126e-08 0 1.126e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.2242e-09 0 3.2242e-09 0 3.2242e-09 0 3.2242e-09 
HCHO 3.2242e-09 0 3.2242e-09 0 3.2242e-09 0 3.2242e-09 
ETH 3.7202e-08 0 3.7202e-08 0 3.7202e-08 0 3.7202e-08 
OLEI 1.2029e-08 0 1.2029e-08 0 1.2029e-08 0 1.2029e-08 
OLET 1.2029e-08 0 1.2029e-08 0 1.2029e-08 0 1.2029e-08 
TOL 1.9841e-08 0 1.9841e-08 0 1.9841e-08 0 1.9841e-08 
XYL 1.1905e-08 0 1.1905e-08 0 1.1905e-08 0 1.1905e-08 
AONE 6.2004e-09 0 6.2004e-09 0 6.2004e-09 0 6.2004e-09 
PAR 4.7123e-07 0 4.7123e-07 0 4.7123e-07 0 4.7123e-07 
ISOP 1.1533e-09 0 1.1533e-09 0 1.1533e-09 0 1.1533e-09 
CH3OH 1.4137e-09 0 1.4137e-09 0 1.4137e-09 0 1.4137e-09 
ANOL 1.7113e-08 0 1.7113e-08 0 1.7113e-08 0 1.7113e-08 
