time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 9.8085e-09 0 9.8085e-09 0 9.8085e-09 0 9.8085e-09 
NO2 1.8239e-10 0 1.8239e-10 0 1.8239e-10 0 1.8239e-10 
NO 3.4741e-09 0 3.4741e-09 0 3.4741e-09 0 3.4741e-09 
NH3 1.3889e-08 0 1.3889e-08 0 1.3889e-08 0 1.3889e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.42e-09 0 1.42e-09 0 1.42e-09 0 1.42e-09 
HCHO 1.42e-09 0 1.42e-09 0 1.42e-09 0 1.42e-09 
ETH 1.6385e-08 0 1.6385e-08 0 1.6385e-08 0 1.6385e-08 
OLEI 5.2978e-09 0 5.2978e-09 0 5.2978e-09 0 5.2978e-09 
OLET 5.2978e-09 0 5.2978e-09 0 5.2978e-09 0 5.2978e-09 
TOL 8.7386e-09 0 8.7386e-09 0 8.7386e-09 0 8.7386e-09 
XYL 5.2432e-09 0 5.2432e-09 0 5.2432e-09 0 5.2432e-09 
AONE 2.7308e-09 0 2.7308e-09 0 2.7308e-09 0 2.7308e-09 
PAR 2.0754e-07 0 2.0754e-07 0 2.0754e-07 0 2.0754e-07 
ISOP 5.0793e-10 0 5.0793e-10 0 5.0793e-10 0 5.0793e-10 
CH3OH 6.2263e-10 0 6.2263e-10 0 6.2263e-10 0 6.2263e-10 
ANOL 7.5371e-09 0 7.5371e-09 0 7.5371e-09 0 7.5371e-09 
