time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.5231e-09 0 6.5231e-09 0 6.5231e-09 0 6.5231e-09 
NO2 6.2836e-10 0 6.2836e-10 0 6.2836e-10 0 6.2836e-10 
NO 1.1969e-08 0 1.1969e-08 0 1.1969e-08 0 1.1969e-08 
NH3 8.5243e-09 0 8.5243e-09 0 8.5243e-09 0 8.5243e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.3033e-09 0 4.3033e-09 0 4.3033e-09 0 4.3033e-09 
HCHO 4.3033e-09 0 4.3033e-09 0 4.3033e-09 0 4.3033e-09 
ETH 4.9654e-08 0 4.9654e-08 0 4.9654e-08 0 4.9654e-08 
OLEI 1.6055e-08 0 1.6055e-08 0 1.6055e-08 0 1.6055e-08 
OLET 1.6055e-08 0 1.6055e-08 0 1.6055e-08 0 1.6055e-08 
TOL 2.6482e-08 0 2.6482e-08 0 2.6482e-08 0 2.6482e-08 
XYL 1.5889e-08 0 1.5889e-08 0 1.5889e-08 0 1.5889e-08 
AONE 8.2756e-09 0 8.2756e-09 0 8.2756e-09 0 8.2756e-09 
PAR 6.2895e-07 0 6.2895e-07 0 6.2895e-07 0 6.2895e-07 
ISOP 1.5393e-09 0 1.5393e-09 0 1.5393e-09 0 1.5393e-09 
CH3OH 1.8868e-09 0 1.8868e-09 0 1.8868e-09 0 1.8868e-09 
ANOL 2.2841e-08 0 2.2841e-08 0 2.2841e-08 0 2.2841e-08 
