time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.4334e-09 0 1.4334e-09 0 1.4334e-09 0 1.4334e-09 
NO2 2.1546e-09 0 2.1546e-09 0 2.1546e-09 0 2.1546e-09 
NO 4.1039e-08 0 4.1039e-08 0 4.1039e-08 0 4.1039e-08 
NH3 9.8958e-09 0 9.8958e-09 0 9.8958e-09 0 9.8958e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.1121e-09 0 2.1121e-09 0 2.1121e-09 0 2.1121e-09 
HCHO 2.1121e-09 0 2.1121e-09 0 2.1121e-09 0 2.1121e-09 
ETH 2.4371e-08 0 2.4371e-08 0 2.4371e-08 0 2.4371e-08 
OLEI 7.8799e-09 0 7.8799e-09 0 7.8799e-09 0 7.8799e-09 
OLET 7.8799e-09 0 7.8799e-09 0 7.8799e-09 0 7.8799e-09 
TOL 1.2998e-08 0 1.2998e-08 0 1.2998e-08 0 1.2998e-08 
XYL 7.7987e-09 0 7.7987e-09 0 7.7987e-09 0 7.7987e-09 
AONE 4.0618e-09 0 4.0618e-09 0 4.0618e-09 0 4.0618e-09 
PAR 3.087e-07 0 3.087e-07 0 3.087e-07 0 3.087e-07 
ISOP 7.555e-10 0 7.555e-10 0 7.555e-10 0 7.555e-10 
CH3OH 9.2609e-10 0 9.2609e-10 0 9.2609e-10 0 9.2609e-10 
ANOL 1.1211e-08 0 1.1211e-08 0 1.1211e-08 0 1.1211e-08 
