time 0 43200 
rate 0.5 0 
SO2 8.238e-09 0 
NO2 2.1491e-09 0 
NO 4.0934e-08 0 
NH3 1.829e-08 0 
CO 7.9587e-07 0 
ALD2 7.6128e-10 0 
HCHO 7.6128e-10 0 
ETH 8.784e-09 0 
OLEI 2.8401e-09 0 
OLET 2.8401e-09 0 
TOL 4.6848e-09 0 
XYL 2.8109e-09 0 
AONE 1.464e-09 0 
PAR 1.1126e-07 0 
ISOP 2.723e-10 0 
CH3OH 3.3379e-10 0 
ANOL 4.0406e-09 0 
