time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.793e-09 0 1.793e-09 0 1.793e-09 0 1.793e-09 
NO2 7.0142e-10 0 7.0142e-10 0 7.0142e-10 0 7.0142e-10 
NO 1.336e-08 0 1.336e-08 0 1.336e-08 0 1.336e-08 
NH3 7.4798e-09 0 7.4798e-09 0 7.4798e-09 0 7.4798e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 5.0736e-09 0 5.0736e-09 0 5.0736e-09 0 5.0736e-09 
HCHO 5.0736e-09 0 5.0736e-09 0 5.0736e-09 0 5.0736e-09 
ETH 5.8541e-08 0 5.8541e-08 0 5.8541e-08 0 5.8541e-08 
OLEI 1.8928e-08 0 1.8928e-08 0 1.8928e-08 0 1.8928e-08 
OLET 1.8928e-08 0 1.8928e-08 0 1.8928e-08 0 1.8928e-08 
TOL 3.1222e-08 0 3.1222e-08 0 3.1222e-08 0 3.1222e-08 
XYL 1.8733e-08 0 1.8733e-08 0 1.8733e-08 0 1.8733e-08 
AONE 9.7569e-09 0 9.7569e-09 0 9.7569e-09 0 9.7569e-09 
PAR 7.4152e-07 0 7.4152e-07 0 7.4152e-07 0 7.4152e-07 
ISOP 1.8148e-09 0 1.8148e-09 0 1.8148e-09 0 1.8148e-09 
CH3OH 2.2246e-09 0 2.2246e-09 0 2.2246e-09 0 2.2246e-09 
ANOL 2.6929e-08 0 2.6929e-08 0 2.6929e-08 0 2.6929e-08 
