time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 2.2177e-09 0 2.2177e-09 0 2.2177e-09 0 2.2177e-09 
NO2 2.8806e-09 0 2.8806e-09 0 2.8806e-09 0 2.8806e-09 
NO 5.4868e-08 0 5.4868e-08 0 5.4868e-08 0 5.4868e-08 
NH3 1.2694e-08 0 1.2694e-08 0 1.2694e-08 0 1.2694e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.3356e-09 0 3.3356e-09 0 3.3356e-09 0 3.3356e-09 
HCHO 3.3356e-09 0 3.3356e-09 0 3.3356e-09 0 3.3356e-09 
ETH 3.8488e-08 0 3.8488e-08 0 3.8488e-08 0 3.8488e-08 
OLEI 1.2445e-08 0 1.2445e-08 0 1.2445e-08 0 1.2445e-08 
OLET 1.2445e-08 0 1.2445e-08 0 1.2445e-08 0 1.2445e-08 
TOL 2.0527e-08 0 2.0527e-08 0 2.0527e-08 0 2.0527e-08 
XYL 1.2316e-08 0 1.2316e-08 0 1.2316e-08 0 1.2316e-08 
AONE 6.4147e-09 0 6.4147e-09 0 6.4147e-09 0 6.4147e-09 
PAR 4.8752e-07 0 4.8752e-07 0 4.8752e-07 0 4.8752e-07 
ISOP 1.1931e-09 0 1.1931e-09 0 1.1931e-09 0 1.1931e-09 
CH3OH 1.4626e-09 0 1.4626e-09 0 1.4626e-09 0 1.4626e-09 
ANOL 1.7705e-08 0 1.7705e-08 0 1.7705e-08 0 1.7705e-08 
