time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.078e-09 0 4.078e-09 0 4.078e-09 0 4.078e-09 
NO2 2.1032e-09 0 2.1032e-09 0 2.1032e-09 0 2.1032e-09 
NO 4.006e-08 0 4.006e-08 0 4.006e-08 0 4.006e-08 
NH3 1.4513e-08 0 1.4513e-08 0 1.4513e-08 0 1.4513e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.9458e-09 0 1.9458e-09 0 1.9458e-09 0 1.9458e-09 
HCHO 1.9458e-09 0 1.9458e-09 0 1.9458e-09 0 1.9458e-09 
ETH 2.2451e-08 0 2.2451e-08 0 2.2451e-08 0 2.2451e-08 
OLEI 7.2593e-09 0 7.2593e-09 0 7.2593e-09 0 7.2593e-09 
OLET 7.2593e-09 0 7.2593e-09 0 7.2593e-09 0 7.2593e-09 
TOL 1.1974e-08 0 1.1974e-08 0 1.1974e-08 0 1.1974e-08 
XYL 7.1844e-09 0 7.1844e-09 0 7.1844e-09 0 7.1844e-09 
AONE 3.7419e-09 0 3.7419e-09 0 3.7419e-09 0 3.7419e-09 
PAR 2.8438e-07 0 2.8438e-07 0 2.8438e-07 0 2.8438e-07 
ISOP 6.9599e-10 0 6.9599e-10 0 6.9599e-10 0 6.9599e-10 
CH3OH 8.5315e-10 0 8.5315e-10 0 8.5315e-10 0 8.5315e-10 
ANOL 1.0328e-08 0 1.0328e-08 0 1.0328e-08 0 1.0328e-08 
