time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.5491e-09 0 4.5491e-09 0 4.5491e-09 0 4.5491e-09 
NO2 3.0598e-09 0 3.0598e-09 0 3.0598e-09 0 3.0598e-09 
NO 5.8282e-08 0 5.8282e-08 0 5.8282e-08 0 5.8282e-08 
NH3 1.8312e-08 0 1.8312e-08 0 1.8312e-08 0 1.8312e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.2252e-09 0 4.2252e-09 0 4.2252e-09 0 4.2252e-09 
HCHO 4.2252e-09 0 4.2252e-09 0 4.2252e-09 0 4.2252e-09 
ETH 4.8752e-08 0 4.8752e-08 0 4.8752e-08 0 4.8752e-08 
OLEI 1.5763e-08 0 1.5763e-08 0 1.5763e-08 0 1.5763e-08 
OLET 1.5763e-08 0 1.5763e-08 0 1.5763e-08 0 1.5763e-08 
TOL 2.6001e-08 0 2.6001e-08 0 2.6001e-08 0 2.6001e-08 
XYL 1.5601e-08 0 1.5601e-08 0 1.5601e-08 0 1.5601e-08 
AONE 8.1253e-09 0 8.1253e-09 0 8.1253e-09 0 8.1253e-09 
PAR 6.1753e-07 0 6.1753e-07 0 6.1753e-07 0 6.1753e-07 
ISOP 1.5113e-09 0 1.5113e-09 0 1.5113e-09 0 1.5113e-09 
CH3OH 1.8526e-09 0 1.8526e-09 0 1.8526e-09 0 1.8526e-09 
ANOL 2.2426e-08 0 2.2426e-08 0 2.2426e-08 0 2.2426e-08 
