time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 5.2278e-09 0 5.2278e-09 0 5.2278e-09 0 5.2278e-09 
NO2 1.4381e-09 0 1.4381e-09 0 1.4381e-09 0 1.4381e-09 
NO 2.7393e-08 0 2.7393e-08 0 2.7393e-08 0 2.7393e-08 
NH3 4.5515e-09 0 4.5515e-09 0 4.5515e-09 0 4.5515e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.3818e-09 0 2.3818e-09 0 2.3818e-09 0 2.3818e-09 
HCHO 2.3818e-09 0 2.3818e-09 0 2.3818e-09 0 2.3818e-09 
ETH 2.7482e-08 0 2.7482e-08 0 2.7482e-08 0 2.7482e-08 
OLEI 8.8859e-09 0 8.8859e-09 0 8.8859e-09 0 8.8859e-09 
OLET 8.8859e-09 0 8.8859e-09 0 8.8859e-09 0 8.8859e-09 
TOL 1.4657e-08 0 1.4657e-08 0 1.4657e-08 0 1.4657e-08 
XYL 8.7943e-09 0 8.7943e-09 0 8.7943e-09 0 8.7943e-09 
AONE 4.5804e-09 0 4.5804e-09 0 4.5804e-09 0 4.5804e-09 
PAR 3.4811e-07 0 3.4811e-07 0 3.4811e-07 0 3.4811e-07 
ISOP 8.5195e-10 0 8.5195e-10 0 8.5195e-10 0 8.5195e-10 
CH3OH 1.0443e-09 0 1.0443e-09 0 1.0443e-09 0 1.0443e-09 
ANOL 1.2642e-08 0 1.2642e-08 0 1.2642e-08 0 1.2642e-08 
