time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.9849e-09 0 4.9849e-09 0 4.9849e-09 0 4.9849e-09 
NO2 2.3087e-09 0 2.3087e-09 0 2.3087e-09 0 2.3087e-09 
NO 4.3974e-08 0 4.3974e-08 0 4.3974e-08 0 4.3974e-08 
NH3 5.0908e-09 0 5.0908e-09 0 5.0908e-09 0 5.0908e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 7.5268e-10 0 7.5268e-10 0 7.5268e-10 0 7.5268e-10 
HCHO 7.5268e-10 0 7.5268e-10 0 7.5268e-10 0 7.5268e-10 
ETH 8.6848e-09 0 8.6848e-09 0 8.6848e-09 0 8.6848e-09 
OLEI 2.8081e-09 0 2.8081e-09 0 2.8081e-09 0 2.8081e-09 
OLET 2.8081e-09 0 2.8081e-09 0 2.8081e-09 0 2.8081e-09 
TOL 4.6319e-09 0 4.6319e-09 0 4.6319e-09 0 4.6319e-09 
XYL 2.7791e-09 0 2.7791e-09 0 2.7791e-09 0 2.7791e-09 
AONE 1.4475e-09 0 1.4475e-09 0 1.4475e-09 0 1.4475e-09 
PAR 1.1001e-07 0 1.1001e-07 0 1.1001e-07 0 1.1001e-07 
ISOP 2.6923e-10 0 2.6923e-10 0 2.6923e-10 0 2.6923e-10 
CH3OH 3.3002e-10 0 3.3002e-10 0 3.3002e-10 0 3.3002e-10 
ANOL 3.995e-09 0 3.995e-09 0 3.995e-09 0 3.995e-09 
