time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 3.4519e-09 0 3.4519e-09 0 3.4519e-09 0 3.4519e-09 
NO2 2.3418e-09 0 2.3418e-09 0 2.3418e-09 0 2.3418e-09 
NO 4.4606e-08 0 4.4606e-08 0 4.4606e-08 0 4.4606e-08 
NH3 1.98e-08 0 1.98e-08 0 1.98e-08 0 1.98e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.1269e-09 0 1.1269e-09 0 1.1269e-09 0 1.1269e-09 
HCHO 1.1269e-09 0 1.1269e-09 0 1.1269e-09 0 1.1269e-09 
ETH 1.3003e-08 0 1.3003e-08 0 1.3003e-08 0 1.3003e-08 
OLEI 4.2043e-09 0 4.2043e-09 0 4.2043e-09 0 4.2043e-09 
OLET 4.2043e-09 0 4.2043e-09 0 4.2043e-09 0 4.2043e-09 
TOL 6.9349e-09 0 6.9349e-09 0 6.9349e-09 0 6.9349e-09 
XYL 4.1609e-09 0 4.1609e-09 0 4.1609e-09 0 4.1609e-09 
AONE 2.1672e-09 0 2.1672e-09 0 2.1672e-09 0 2.1672e-09 
PAR 1.647e-07 0 1.647e-07 0 1.647e-07 0 1.647e-07 
ISOP 4.0309e-10 0 4.0309e-10 0 4.0309e-10 0 4.0309e-10 
CH3OH 4.9411e-10 0 4.9411e-10 0 4.9411e-10 0 4.9411e-10 
ANOL 5.9813e-09 0 5.9813e-09 0 5.9813e-09 0 5.9813e-09 
