time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 3.5244e-09 0 3.5244e-09 0 3.5244e-09 0 3.5244e-09 
NO2 7.7583e-10 0 7.7583e-10 0 7.7583e-10 0 7.7583e-10 
NO 1.4778e-08 0 1.4778e-08 0 1.4778e-08 0 1.4778e-08 
NH3 4.2722e-09 0 4.2722e-09 0 4.2722e-09 0 4.2722e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 9.9769e-10 0 9.9769e-10 0 9.9769e-10 0 9.9769e-10 
HCHO 9.9769e-10 0 9.9769e-10 0 9.9769e-10 0 9.9769e-10 
ETH 1.1512e-08 0 1.1512e-08 0 1.1512e-08 0 1.1512e-08 
OLEI 3.7222e-09 0 3.7222e-09 0 3.7222e-09 0 3.7222e-09 
OLET 3.7222e-09 0 3.7222e-09 0 3.7222e-09 0 3.7222e-09 
TOL 6.1396e-09 0 6.1396e-09 0 6.1396e-09 0 6.1396e-09 
XYL 3.6838e-09 0 3.6838e-09 0 3.6838e-09 0 3.6838e-09 
AONE 1.9186e-09 0 1.9186e-09 0 1.9186e-09 0 1.9186e-09 
PAR 1.4582e-07 0 1.4582e-07 0 1.4582e-07 0 1.4582e-07 
ISOP 3.5687e-10 0 3.5687e-10 0 3.5687e-10 0 3.5687e-10 
CH3OH 4.3745e-10 0 4.3745e-10 0 4.3745e-10 0 4.3745e-10 
ANOL 5.2954e-09 0 5.2954e-09 0 5.2954e-09 0 5.2954e-09 
