time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.2925e-09 0 7.2925e-09 0 7.2925e-09 0 7.2925e-09 
NO2 2.709e-10 0 2.709e-10 0 2.709e-10 0 2.709e-10 
NO 5.1599e-09 0 5.1599e-09 0 5.1599e-09 0 5.1599e-09 
NH3 3.1925e-09 0 3.1925e-09 0 3.1925e-09 0 3.1925e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.5698e-09 0 3.5698e-09 0 3.5698e-09 0 3.5698e-09 
HCHO 3.5698e-09 0 3.5698e-09 0 3.5698e-09 0 3.5698e-09 
ETH 4.119e-08 0 4.119e-08 0 4.119e-08 0 4.119e-08 
OLEI 1.3318e-08 0 1.3318e-08 0 1.3318e-08 0 1.3318e-08 
OLET 1.3318e-08 0 1.3318e-08 0 1.3318e-08 0 1.3318e-08 
TOL 2.1968e-08 0 2.1968e-08 0 2.1968e-08 0 2.1968e-08 
XYL 1.3181e-08 0 1.3181e-08 0 1.3181e-08 0 1.3181e-08 
AONE 6.865e-09 0 6.865e-09 0 6.865e-09 0 6.865e-09 
PAR 5.2174e-07 0 5.2174e-07 0 5.2174e-07 0 5.2174e-07 
ISOP 1.2769e-09 0 1.2769e-09 0 1.2769e-09 0 1.2769e-09 
CH3OH 1.5652e-09 0 1.5652e-09 0 1.5652e-09 0 1.5652e-09 
ANOL 1.8947e-08 0 1.8947e-08 0 1.8947e-08 0 1.8947e-08 
