time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.1214e-09 0 7.1214e-09 0 7.1214e-09 0 7.1214e-09 
NO2 2.3874e-09 0 2.3874e-09 0 2.3874e-09 0 2.3874e-09 
NO 4.5474e-08 0 4.5474e-08 0 4.5474e-08 0 4.5474e-08 
NH3 1.0137e-08 0 1.0137e-08 0 1.0137e-08 0 1.0137e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.663e-10 0 4.663e-10 0 4.663e-10 0 4.663e-10 
HCHO 4.663e-10 0 4.663e-10 0 4.663e-10 0 4.663e-10 
ETH 5.3804e-09 0 5.3804e-09 0 5.3804e-09 0 5.3804e-09 
OLEI 1.7397e-09 0 1.7397e-09 0 1.7397e-09 0 1.7397e-09 
OLET 1.7397e-09 0 1.7397e-09 0 1.7397e-09 0 1.7397e-09 
TOL 2.8696e-09 0 2.8696e-09 0 2.8696e-09 0 2.8696e-09 
XYL 1.7217e-09 0 1.7217e-09 0 1.7217e-09 0 1.7217e-09 
AONE 8.9674e-10 0 8.9674e-10 0 8.9674e-10 0 8.9674e-10 
PAR 6.8152e-08 0 6.8152e-08 0 6.8152e-08 0 6.8152e-08 
ISOP 1.6679e-10 0 1.6679e-10 0 1.6679e-10 0 1.6679e-10 
CH3OH 2.0446e-10 0 2.0446e-10 0 2.0446e-10 0 2.0446e-10 
ANOL 2.475e-09 0 2.475e-09 0 2.475e-09 0 2.475e-09 
