time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 2.0144e-09 0 2.0144e-09 0 2.0144e-09 0 2.0144e-09 
NO2 6.4362e-10 0 6.4362e-10 0 6.4362e-10 0 6.4362e-10 
NO 1.226e-08 0 1.226e-08 0 1.226e-08 0 1.226e-08 
NH3 1.6704e-08 0 1.6704e-08 0 1.6704e-08 0 1.6704e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.9617e-09 0 4.9617e-09 0 4.9617e-09 0 4.9617e-09 
HCHO 4.9617e-09 0 4.9617e-09 0 4.9617e-09 0 4.9617e-09 
ETH 5.725e-08 0 5.725e-08 0 5.725e-08 0 5.725e-08 
OLEI 1.8511e-08 0 1.8511e-08 0 1.8511e-08 0 1.8511e-08 
OLET 1.8511e-08 0 1.8511e-08 0 1.8511e-08 0 1.8511e-08 
TOL 3.0534e-08 0 3.0534e-08 0 3.0534e-08 0 3.0534e-08 
XYL 1.832e-08 0 1.832e-08 0 1.832e-08 0 1.832e-08 
AONE 9.5417e-09 0 9.5417e-09 0 9.5417e-09 0 9.5417e-09 
PAR 7.2517e-07 0 7.2517e-07 0 7.2517e-07 0 7.2517e-07 
ISOP 1.7748e-09 0 1.7748e-09 0 1.7748e-09 0 1.7748e-09 
CH3OH 2.1755e-09 0 2.1755e-09 0 2.1755e-09 0 2.1755e-09 
ANOL 2.6335e-08 0 2.6335e-08 0 2.6335e-08 0 2.6335e-08 
