time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.6603e-09 0 1.6603e-09 0 1.6603e-09 0 1.6603e-09 
NO2 4.6755e-10 0 4.6755e-10 0 4.6755e-10 0 4.6755e-10 
NO 8.9058e-09 0 8.9058e-09 0 8.9058e-09 0 8.9058e-09 
NH3 1.4241e-08 0 1.4241e-08 0 1.4241e-08 0 1.4241e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.8328e-09 0 2.8328e-09 0 2.8328e-09 0 2.8328e-09 
HCHO 2.8328e-09 0 2.8328e-09 0 2.8328e-09 0 2.8328e-09 
ETH 3.2687e-08 0 3.2687e-08 0 3.2687e-08 0 3.2687e-08 
OLEI 1.0569e-08 0 1.0569e-08 0 1.0569e-08 0 1.0569e-08 
OLET 1.0569e-08 0 1.0569e-08 0 1.0569e-08 0 1.0569e-08 
TOL 1.7433e-08 0 1.7433e-08 0 1.7433e-08 0 1.7433e-08 
XYL 1.046e-08 0 1.046e-08 0 1.046e-08 0 1.046e-08 
AONE 5.4478e-09 0 5.4478e-09 0 5.4478e-09 0 5.4478e-09 
PAR 4.1403e-07 0 4.1403e-07 0 4.1403e-07 0 4.1403e-07 
ISOP 1.0133e-09 0 1.0133e-09 0 1.0133e-09 0 1.0133e-09 
CH3OH 1.2421e-09 0 1.2421e-09 0 1.2421e-09 0 1.2421e-09 
ANOL 1.5036e-08 0 1.5036e-08 0 1.5036e-08 0 1.5036e-08 
