time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 8.0651e-09 0 8.0651e-09 0 8.0651e-09 0 8.0651e-09 
NO2 2.9946e-09 0 2.9946e-09 0 2.9946e-09 0 2.9946e-09 
NO 5.704e-08 0 5.704e-08 0 5.704e-08 0 5.704e-08 
NH3 1.502e-09 0 1.502e-09 0 1.502e-09 0 1.502e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.5075e-09 0 2.5075e-09 0 2.5075e-09 0 2.5075e-09 
HCHO 2.5075e-09 0 2.5075e-09 0 2.5075e-09 0 2.5075e-09 
ETH 2.8933e-08 0 2.8933e-08 0 2.8933e-08 0 2.8933e-08 
OLEI 9.3549e-09 0 9.3549e-09 0 9.3549e-09 0 9.3549e-09 
OLET 9.3549e-09 0 9.3549e-09 0 9.3549e-09 0 9.3549e-09 
TOL 1.5431e-08 0 1.5431e-08 0 1.5431e-08 0 1.5431e-08 
XYL 9.2584e-09 0 9.2584e-09 0 9.2584e-09 0 9.2584e-09 
AONE 4.8221e-09 0 4.8221e-09 0 4.8221e-09 0 4.8221e-09 
PAR 3.6648e-07 0 3.6648e-07 0 3.6648e-07 0 3.6648e-07 
ISOP 8.9691e-10 0 8.9691e-10 0 8.9691e-10 0 8.9691e-10 
CH3OH 1.0994e-09 0 1.0994e-09 0 1.0994e-09 0 1.0994e-09 
ANOL 1.3309e-08 0 1.3309e-08 0 1.3309e-08 0 1.3309e-08 
