time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 2.6631e-09 0 2.6631e-09 0 2.6631e-09 0 2.6631e-09 
NO2 2.5678e-09 0 2.5678e-09 0 2.5678e-09 0 2.5678e-09 
NO 4.891e-08 0 4.891e-08 0 4.891e-08 0 4.891e-08 
NH3 2.1044e-09 0 2.1044e-09 0 2.1044e-09 0 2.1044e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.6432e-09 0 3.6432e-09 0 3.6432e-09 0 3.6432e-09 
HCHO 3.6432e-09 0 3.6432e-09 0 3.6432e-09 0 3.6432e-09 
ETH 4.2037e-08 0 4.2037e-08 0 4.2037e-08 0 4.2037e-08 
OLEI 1.3592e-08 0 1.3592e-08 0 1.3592e-08 0 1.3592e-08 
OLET 1.3592e-08 0 1.3592e-08 0 1.3592e-08 0 1.3592e-08 
TOL 2.242e-08 0 2.242e-08 0 2.242e-08 0 2.242e-08 
XYL 1.3452e-08 0 1.3452e-08 0 1.3452e-08 0 1.3452e-08 
AONE 7.0062e-09 0 7.0062e-09 0 7.0062e-09 0 7.0062e-09 
PAR 5.3247e-07 0 5.3247e-07 0 5.3247e-07 0 5.3247e-07 
ISOP 1.3032e-09 0 1.3032e-09 0 1.3032e-09 0 1.3032e-09 
CH3OH 1.5974e-09 0 1.5974e-09 0 1.5974e-09 0 1.5974e-09 
ANOL 1.9337e-08 0 1.9337e-08 0 1.9337e-08 0 1.9337e-08 
