time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.5977e-09 0 7.5977e-09 0 7.5977e-09 0 7.5977e-09 
NO2 1.8044e-09 0 1.8044e-09 0 1.8044e-09 0 1.8044e-09 
NO 3.437e-08 0 3.437e-08 0 3.437e-08 0 3.437e-08 
NH3 1.0902e-08 0 1.0902e-08 0 1.0902e-08 0 1.0902e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 5.6318e-10 0 5.6318e-10 0 5.6318e-10 0 5.6318e-10 
HCHO 5.6318e-10 0 5.6318e-10 0 5.6318e-10 0 5.6318e-10 
ETH 6.4983e-09 0 6.4983e-09 0 6.4983e-09 0 6.4983e-09 
OLEI 2.1011e-09 0 2.1011e-09 0 2.1011e-09 0 2.1011e-09 
OLET 2.1011e-09 0 2.1011e-09 0 2.1011e-09 0 2.1011e-09 
TOL 3.4658e-09 0 3.4658e-09 0 3.4658e-09 0 3.4658e-09 
XYL 2.0795e-09 0 2.0795e-09 0 2.0795e-09 0 2.0795e-09 
AONE 1.083e-09 0 1.083e-09 0 1.083e-09 0 1.083e-09 
PAR 8.2312e-08 0 8.2312e-08 0 8.2312e-08 0 8.2312e-08 
ISOP 2.0145e-10 0 2.0145e-10 0 2.0145e-10 0 2.0145e-10 
CH3OH 2.4693e-10 0 2.4693e-10 0 2.4693e-10 0 2.4693e-10 
ANOL 2.9892e-09 0 2.9892e-09 0 2.9892e-09 0 2.9892e-09 
