time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.2111e-09 0 4.2111e-09 0 4.2111e-09 0 4.2111e-09 
NO2 3.4238e-10 0 3.4238e-10 0 3.4238e-10 0 3.4238e-10 
NO 6.5216e-09 0 6.5216e-09 0 6.5216e-09 0 6.5216e-09 
NH3 1.2607e-08 0 1.2607e-08 0 1.2607e-08 0 1.2607e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.5871e-09 0 4.5871e-09 0 4.5871e-09 0 4.5871e-09 
HCHO 4.5871e-09 0 4.5871e-09 0 4.5871e-09 0 4.5871e-09 
ETH 5.2928e-08 0 5.2928e-08 0 5.2928e-08 0 5.2928e-08 
OLEI 1.7113e-08 0 1.7113e-08 0 1.7113e-08 0 1.7113e-08 
OLET 1.7113e-08 0 1.7113e-08 0 1.7113e-08 0 1.7113e-08 
TOL 2.8228e-08 0 2.8228e-08 0 2.8228e-08 0 2.8228e-08 
XYL 1.6937e-08 0 1.6937e-08 0 1.6937e-08 0 1.6937e-08 
AONE 8.8214e-09 0 8.8214e-09 0 8.8214e-09 0 8.8214e-09 
PAR 6.7043e-07 0 6.7043e-07 0 6.7043e-07 0 6.7043e-07 
ISOP 1.6408e-09 0 1.6408e-09 0 1.6408e-09 0 1.6408e-09 
CH3OH 2.0113e-09 0 2.0113e-09 0 2.0113e-09 0 2.0113e-09 
ANOL 2.4347e-08 0 2.4347e-08 0 2.4347e-08 0 2.4347e-08 
