time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.0493e-10 0 7.0493e-10 0 7.0493e-10 0 7.0493e-10 
NO2 1.856e-09 0 1.856e-09 0 1.856e-09 0 1.856e-09 
NO 3.5353e-08 0 3.5353e-08 0 3.5353e-08 0 3.5353e-08 
NH3 5.4066e-09 0 5.4066e-09 0 5.4066e-09 0 5.4066e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 8.6965e-10 0 8.6965e-10 0 8.6965e-10 0 8.6965e-10 
HCHO 8.6965e-10 0 8.6965e-10 0 8.6965e-10 0 8.6965e-10 
ETH 1.0034e-08 0 1.0034e-08 0 1.0034e-08 0 1.0034e-08 
OLEI 3.2445e-09 0 3.2445e-09 0 3.2445e-09 0 3.2445e-09 
OLET 3.2445e-09 0 3.2445e-09 0 3.2445e-09 0 3.2445e-09 
TOL 5.3517e-09 0 5.3517e-09 0 5.3517e-09 0 5.3517e-09 
XYL 3.211e-09 0 3.211e-09 0 3.211e-09 0 3.211e-09 
AONE 1.6724e-09 0 1.6724e-09 0 1.6724e-09 0 1.6724e-09 
PAR 1.271e-07 0 1.271e-07 0 1.271e-07 0 1.271e-07 
ISOP 3.1107e-10 0 3.1107e-10 0 3.1107e-10 0 3.1107e-10 
CH3OH 3.8131e-10 0 3.8131e-10 0 3.8131e-10 0 3.8131e-10 
ANOL 4.6158e-09 0 4.6158e-09 0 4.6158e-09 0 4.6158e-09 
