time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.2234e-09 0 1.2234e-09 0 1.2234e-09 0 1.2234e-09 
NO2 1.2629e-09 0 1.2629e-09 0 1.2629e-09 0 1.2629e-09 
NO 2.4055e-08 0 2.4055e-08 0 2.4055e-08 0 2.4055e-08 
NH3 3.3735e-09 0 3.3735e-09 0 3.3735e-09 0 3.3735e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.2658e-09 0 3.2658e-09 0 3.2658e-09 0 3.2658e-09 
HCHO 3.2658e-09 0 3.2658e-09 0 3.2658e-09 0 3.2658e-09 
ETH 3.7683e-08 0 3.7683e-08 0 3.7683e-08 0 3.7683e-08 
OLEI 1.2184e-08 0 1.2184e-08 0 1.2184e-08 0 1.2184e-08 
OLET 1.2184e-08 0 1.2184e-08 0 1.2184e-08 0 1.2184e-08 
TOL 2.0097e-08 0 2.0097e-08 0 2.0097e-08 0 2.0097e-08 
XYL 1.2058e-08 0 1.2058e-08 0 1.2058e-08 0 1.2058e-08 
AONE 6.2804e-09 0 6.2804e-09 0 6.2804e-09 0 6.2804e-09 
PAR 4.7731e-07 0 4.7731e-07 0 4.7731e-07 0 4.7731e-07 
ISOP 1.1682e-09 0 1.1682e-09 0 1.1682e-09 0 1.1682e-09 
CH3OH 1.4319e-09 0 1.4319e-09 0 1.4319e-09 0 1.4319e-09 
ANOL 1.7334e-08 0 1.7334e-08 0 1.7334e-08 0 1.7334e-08 
