time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 9.5909e-09 0 9.5909e-09 0 9.5909e-09 0 9.5909e-09 
NO2 2.4861e-09 0 2.4861e-09 0 2.4861e-09 0 2.4861e-09 
NO 4.7354e-08 0 4.7354e-08 0 4.7354e-08 0 4.7354e-08 
NH3 1.4332e-08 0 1.4332e-08 0 1.4332e-08 0 1.4332e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.935e-09 0 2.935e-09 0 2.935e-09 0 2.935e-09 
HCHO 2.935e-09 0 2.935e-09 0 2.935e-09 0 2.935e-09 
ETH 3.3865e-08 0 3.3865e-08 0 3.3865e-08 0 3.3865e-08 
OLEI 1.095e-08 0 1.095e-08 0 1.095e-08 0 1.095e-08 
OLET 1.095e-08 0 1.095e-08 0 1.095e-08 0 1.095e-08 
TOL 1.8062e-08 0 1.8062e-08 0 1.8062e-08 0 1.8062e-08 
XYL 1.0837e-08 0 1.0837e-08 0 1.0837e-08 0 1.0837e-08 
AONE 5.6442e-09 0 5.6442e-09 0 5.6442e-09 0 5.6442e-09 
PAR 4.2896e-07 0 4.2896e-07 0 4.2896e-07 0 4.2896e-07 
ISOP 1.0498e-09 0 1.0498e-09 0 1.0498e-09 0 1.0498e-09 
CH3OH 1.2869e-09 0 1.2869e-09 0 1.2869e-09 0 1.2869e-09 
ANOL 1.5578e-08 0 1.5578e-08 0 1.5578e-08 0 1.5578e-08 
