time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 9.464e-09 0 9.464e-09 0 9.464e-09 0 9.464e-09 
NO2 2.3806e-09 0 2.3806e-09 0 2.3806e-09 0 2.3806e-09 
NO 4.5345e-08 0 4.5345e-08 0 4.5345e-08 0 4.5345e-08 
NH3 1.9434e-08 0 1.9434e-08 0 1.9434e-08 0 1.9434e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.1478e-09 0 3.1478e-09 0 3.1478e-09 0 3.1478e-09 
HCHO 3.1478e-09 0 3.1478e-09 0 3.1478e-09 0 3.1478e-09 
ETH 3.6321e-08 0 3.6321e-08 0 3.6321e-08 0 3.6321e-08 
OLEI 1.1744e-08 0 1.1744e-08 0 1.1744e-08 0 1.1744e-08 
OLET 1.1744e-08 0 1.1744e-08 0 1.1744e-08 0 1.1744e-08 
TOL 1.9371e-08 0 1.9371e-08 0 1.9371e-08 0 1.9371e-08 
XYL 1.1623e-08 0 1.1623e-08 0 1.1623e-08 0 1.1623e-08 
AONE 6.0534e-09 0 6.0534e-09 0 6.0534e-09 0 6.0534e-09 
PAR 4.6006e-07 0 4.6006e-07 0 4.6006e-07 0 4.6006e-07 
ISOP 1.1259e-09 0 1.1259e-09 0 1.1259e-09 0 1.1259e-09 
CH3OH 1.3802e-09 0 1.3802e-09 0 1.3802e-09 0 1.3802e-09 
ANOL 1.6707e-08 0 1.6707e-08 0 1.6707e-08 0 1.6707e-08 
