time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.6361e-09 0 7.6361e-09 0 7.6361e-09 0 7.6361e-09 
NO2 1.4963e-09 0 1.4963e-09 0 1.4963e-09 0 1.4963e-09 
NO 2.85e-08 0 2.85e-08 0 2.85e-08 0 2.85e-08 
NH3 1.7492e-08 0 1.7492e-08 0 1.7492e-08 0 1.7492e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.8634e-09 0 1.8634e-09 0 1.8634e-09 0 1.8634e-09 
HCHO 1.8634e-09 0 1.8634e-09 0 1.8634e-09 0 1.8634e-09 
ETH 2.1501e-08 0 2.1501e-08 0 2.1501e-08 0 2.1501e-08 
OLEI 6.9519e-09 0 6.9519e-09 0 6.9519e-09 0 6.9519e-09 
OLET 6.9519e-09 0 6.9519e-09 0 6.9519e-09 0 6.9519e-09 
TOL 1.1467e-08 0 1.1467e-08 0 1.1467e-08 0 1.1467e-08 
XYL 6.8802e-09 0 6.8802e-09 0 6.8802e-09 0 6.8802e-09 
AONE 3.5835e-09 0 3.5835e-09 0 3.5835e-09 0 3.5835e-09 
PAR 2.7234e-07 0 2.7234e-07 0 2.7234e-07 0 2.7234e-07 
ISOP 6.6652e-10 0 6.6652e-10 0 6.6652e-10 0 6.6652e-10 
CH3OH 8.1703e-10 0 8.1703e-10 0 8.1703e-10 0 8.1703e-10 
ANOL 9.8903e-09 0 9.8903e-09 0 9.8903e-09 0 9.8903e-09 
