time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 3.7905e-09 0 3.7905e-09 0 3.7905e-09 0 3.7905e-09 
NO2 1.3196e-09 0 1.3196e-09 0 1.3196e-09 0 1.3196e-09 
NO 2.5136e-08 0 2.5136e-08 0 2.5136e-08 0 2.5136e-08 
NH3 1.3548e-08 0 1.3548e-08 0 1.3548e-08 0 1.3548e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.9015e-10 0 3.9015e-10 0 3.9015e-10 0 3.9015e-10 
HCHO 3.9015e-10 0 3.9015e-10 0 3.9015e-10 0 3.9015e-10 
ETH 4.5017e-09 0 4.5017e-09 0 4.5017e-09 0 4.5017e-09 
OLEI 1.4556e-09 0 1.4556e-09 0 1.4556e-09 0 1.4556e-09 
OLET 1.4556e-09 0 1.4556e-09 0 1.4556e-09 0 1.4556e-09 
TOL 2.4009e-09 0 2.4009e-09 0 2.4009e-09 0 2.4009e-09 
XYL 1.4405e-09 0 1.4405e-09 0 1.4405e-09 0 1.4405e-09 
AONE 7.5029e-10 0 7.5029e-10 0 7.5029e-10 0 7.5029e-10 
PAR 5.7022e-08 0 5.7022e-08 0 5.7022e-08 0 5.7022e-08 
ISOP 1.3955e-10 0 1.3955e-10 0 1.3955e-10 0 1.3955e-10 
CH3OH 1.7107e-10 0 1.7107e-10 0 1.7107e-10 0 1.7107e-10 
ANOL 2.0708e-09 0 2.0708e-09 0 2.0708e-09 0 2.0708e-09 
