time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 8.4442e-09 0 8.4442e-09 0 8.4442e-09 0 8.4442e-09 
NO2 1.0356e-10 0 1.0356e-10 0 1.0356e-10 0 1.0356e-10 
NO 1.9726e-09 0 1.9726e-09 0 1.9726e-09 0 1.9726e-09 
NH3 2.6086e-09 0 2.6086e-09 0 2.6086e-09 0 2.6086e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.2438e-09 0 1.2438e-09 0 1.2438e-09 0 1.2438e-09 
HCHO 1.2438e-09 0 1.2438e-09 0 1.2438e-09 0 1.2438e-09 
ETH 1.4351e-08 0 1.4351e-08 0 1.4351e-08 0 1.4351e-08 
OLEI 4.6403e-09 0 4.6403e-09 0 4.6403e-09 0 4.6403e-09 
OLET 4.6403e-09 0 4.6403e-09 0 4.6403e-09 0 4.6403e-09 
TOL 7.654e-09 0 7.654e-09 0 7.654e-09 0 7.654e-09 
XYL 4.5924e-09 0 4.5924e-09 0 4.5924e-09 0 4.5924e-09 
AONE 2.3919e-09 0 2.3919e-09 0 2.3919e-09 0 2.3919e-09 
PAR 1.8178e-07 0 1.8178e-07 0 1.8178e-07 0 1.8178e-07 
ISOP 4.4489e-10 0 4.4489e-10 0 4.4489e-10 0 4.4489e-10 
CH3OH 5.4535e-10 0 5.4535e-10 0 5.4535e-10 0 5.4535e-10 
ANOL 6.6016e-09 0 6.6016e-09 0 6.6016e-09 0 6.6016e-09 
