time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.5718e-09 0 6.5718e-09 0 6.5718e-09 0 6.5718e-09 
NO2 2.4876e-09 0 2.4876e-09 0 2.4876e-09 0 2.4876e-09 
NO 4.7382e-08 0 4.7382e-08 0 4.7382e-08 0 4.7382e-08 
NH3 1.533e-08 0 1.533e-08 0 1.533e-08 0 1.533e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.6564e-09 0 1.6564e-09 0 1.6564e-09 0 1.6564e-09 
HCHO 1.6564e-09 0 1.6564e-09 0 1.6564e-09 0 1.6564e-09 
ETH 1.9112e-08 0 1.9112e-08 0 1.9112e-08 0 1.9112e-08 
OLEI 6.1797e-09 0 6.1797e-09 0 6.1797e-09 0 6.1797e-09 
OLET 6.1797e-09 0 6.1797e-09 0 6.1797e-09 0 6.1797e-09 
TOL 1.0193e-08 0 1.0193e-08 0 1.0193e-08 0 1.0193e-08 
XYL 6.116e-09 0 6.116e-09 0 6.116e-09 0 6.116e-09 
AONE 3.1854e-09 0 3.1854e-09 0 3.1854e-09 0 3.1854e-09 
PAR 2.4209e-07 0 2.4209e-07 0 2.4209e-07 0 2.4209e-07 
ISOP 5.9249e-10 0 5.9249e-10 0 5.9249e-10 0 5.9249e-10 
CH3OH 7.2627e-10 0 7.2627e-10 0 7.2627e-10 0 7.2627e-10 
ANOL 8.7917e-09 0 8.7917e-09 0 8.7917e-09 0 8.7917e-09 
