time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.2514e-09 0 6.2514e-09 0 6.2514e-09 0 6.2514e-09 
NO2 4.9069e-11 0 4.9069e-11 0 4.9069e-11 0 4.9069e-11 
NO 9.3465e-10 0 9.3465e-10 0 9.3465e-10 0 9.3465e-10 
NH3 1.8003e-08 0 1.8003e-08 0 1.8003e-08 0 1.8003e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.0604e-09 0 2.0604e-09 0 2.0604e-09 0 2.0604e-09 
HCHO 2.0604e-09 0 2.0604e-09 0 2.0604e-09 0 2.0604e-09 
ETH 2.3773e-08 0 2.3773e-08 0 2.3773e-08 0 2.3773e-08 
OLEI 7.6867e-09 0 7.6867e-09 0 7.6867e-09 0 7.6867e-09 
OLET 7.6867e-09 0 7.6867e-09 0 7.6867e-09 0 7.6867e-09 
TOL 1.2679e-08 0 1.2679e-08 0 1.2679e-08 0 1.2679e-08 
XYL 7.6075e-09 0 7.6075e-09 0 7.6075e-09 0 7.6075e-09 
AONE 3.9622e-09 0 3.9622e-09 0 3.9622e-09 0 3.9622e-09 
PAR 3.0113e-07 0 3.0113e-07 0 3.0113e-07 0 3.0113e-07 
ISOP 7.3698e-10 0 7.3698e-10 0 7.3698e-10 0 7.3698e-10 
CH3OH 9.0339e-10 0 9.0339e-10 0 9.0339e-10 0 9.0339e-10 
ANOL 1.0936e-08 0 1.0936e-08 0 1.0936e-08 0 1.0936e-08 
