time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 9.2484e-10 0 9.2484e-10 0 9.2484e-10 0 9.2484e-10 
NO2 3.1449e-09 0 3.1449e-09 0 3.1449e-09 0 3.1449e-09 
NO 5.9903e-08 0 5.9903e-08 0 5.9903e-08 0 5.9903e-08 
NH3 3.1511e-09 0 3.1511e-09 0 3.1511e-09 0 3.1511e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.468e-09 0 1.468e-09 0 1.468e-09 0 1.468e-09 
HCHO 1.468e-09 0 1.468e-09 0 1.468e-09 0 1.468e-09 
ETH 1.6939e-08 0 1.6939e-08 0 1.6939e-08 0 1.6939e-08 
OLEI 5.4768e-09 0 5.4768e-09 0 5.4768e-09 0 5.4768e-09 
OLET 5.4768e-09 0 5.4768e-09 0 5.4768e-09 0 5.4768e-09 
TOL 9.0339e-09 0 9.0339e-09 0 9.0339e-09 0 9.0339e-09 
XYL 5.4204e-09 0 5.4204e-09 0 5.4204e-09 0 5.4204e-09 
AONE 2.8231e-09 0 2.8231e-09 0 2.8231e-09 0 2.8231e-09 
PAR 2.1456e-07 0 2.1456e-07 0 2.1456e-07 0 2.1456e-07 
ISOP 5.251e-10 0 5.251e-10 0 5.251e-10 0 5.251e-10 
CH3OH 6.4367e-10 0 6.4367e-10 0 6.4367e-10 0 6.4367e-10 
ANOL 7.7918e-09 0 7.7918e-09 0 7.7918e-09 0 7.7918e-09 
