time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 8.0196e-09 0 8.0196e-09 0 8.0196e-09 0 8.0196e-09 
NO2 1.2265e-09 0 1.2265e-09 0 1.2265e-09 0 1.2265e-09 
NO 2.3362e-08 0 2.3362e-08 0 2.3362e-08 0 2.3362e-08 
NH3 3.8343e-09 0 3.8343e-09 0 3.8343e-09 0 3.8343e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.2861e-10 0 1.2861e-10 0 1.2861e-10 0 1.2861e-10 
HCHO 1.2861e-10 0 1.2861e-10 0 1.2861e-10 0 1.2861e-10 
ETH 1.4839e-09 0 1.4839e-09 0 1.4839e-09 0 1.4839e-09 
OLEI 4.7981e-10 0 4.7981e-10 0 4.7981e-10 0 4.7981e-10 
OLET 4.7981e-10 0 4.7981e-10 0 4.7981e-10 0 4.7981e-10 
TOL 7.9144e-10 0 7.9144e-10 0 7.9144e-10 0 7.9144e-10 
XYL 4.7486e-10 0 4.7486e-10 0 4.7486e-10 0 4.7486e-10 
AONE 2.4732e-10 0 2.4732e-10 0 2.4732e-10 0 2.4732e-10 
PAR 1.8797e-08 0 1.8797e-08 0 1.8797e-08 0 1.8797e-08 
ISOP 4.6002e-11 0 4.6002e-11 0 4.6002e-11 0 4.6002e-11 
CH3OH 5.639e-11 0 5.639e-11 0 5.639e-11 0 5.639e-11 
ANOL 6.8262e-10 0 6.8262e-10 0 6.8262e-10 0 6.8262e-10 
