time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 8.6264e-09 0 8.6264e-09 0 8.6264e-09 0 8.6264e-09 
NO2 1.7674e-09 0 1.7674e-09 0 1.7674e-09 0 1.7674e-09 
NO 3.3664e-08 0 3.3664e-08 0 3.3664e-08 0 3.3664e-08 
NH3 1.7165e-09 0 1.7165e-09 0 1.7165e-09 0 1.7165e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.0113e-09 0 4.0113e-09 0 4.0113e-09 0 4.0113e-09 
HCHO 4.0113e-09 0 4.0113e-09 0 4.0113e-09 0 4.0113e-09 
ETH 4.6285e-08 0 4.6285e-08 0 4.6285e-08 0 4.6285e-08 
OLEI 1.4965e-08 0 1.4965e-08 0 1.4965e-08 0 1.4965e-08 
OLET 1.4965e-08 0 1.4965e-08 0 1.4965e-08 0 1.4965e-08 
TOL 2.4685e-08 0 2.4685e-08 0 2.4685e-08 0 2.4685e-08 
XYL 1.4811e-08 0 1.4811e-08 0 1.4811e-08 0 1.4811e-08 
AONE 7.7141e-09 0 7.7141e-09 0 7.7141e-09 0 7.7141e-09 
PAR 5.8627e-07 0 5.8627e-07 0 5.8627e-07 0 5.8627e-07 
ISOP 1.4348e-09 0 1.4348e-09 0 1.4348e-09 0 1.4348e-09 
CH3OH 1.7588e-09 0 1.7588e-09 0 1.7588e-09 0 1.7588e-09 
ANOL 2.1291e-08 0 2.1291e-08 0 2.1291e-08 0 2.1291e-08 
