time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.8713e-10 0 6.8713e-10 0 6.8713e-10 0 6.8713e-10 
NO2 1.983e-09 0 1.983e-09 0 1.983e-09 0 1.983e-09 
NO 3.7771e-08 0 3.7771e-08 0 3.7771e-08 0 3.7771e-08 
NH3 4.7816e-09 0 4.7816e-09 0 4.7816e-09 0 4.7816e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.4215e-09 0 3.4215e-09 0 3.4215e-09 0 3.4215e-09 
HCHO 3.4215e-09 0 3.4215e-09 0 3.4215e-09 0 3.4215e-09 
ETH 3.9479e-08 0 3.9479e-08 0 3.9479e-08 0 3.9479e-08 
OLEI 1.2765e-08 0 1.2765e-08 0 1.2765e-08 0 1.2765e-08 
OLET 1.2765e-08 0 1.2765e-08 0 1.2765e-08 0 1.2765e-08 
TOL 2.1056e-08 0 2.1056e-08 0 2.1056e-08 0 2.1056e-08 
XYL 1.2633e-08 0 1.2633e-08 0 1.2633e-08 0 1.2633e-08 
AONE 6.5799e-09 0 6.5799e-09 0 6.5799e-09 0 6.5799e-09 
PAR 5.0007e-07 0 5.0007e-07 0 5.0007e-07 0 5.0007e-07 
ISOP 1.2239e-09 0 1.2239e-09 0 1.2239e-09 0 1.2239e-09 
CH3OH 1.5002e-09 0 1.5002e-09 0 1.5002e-09 0 1.5002e-09 
ANOL 1.8161e-08 0 1.8161e-08 0 1.8161e-08 0 1.8161e-08 
