time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.9802e-09 0 6.9802e-09 0 6.9802e-09 0 6.9802e-09 
NO2 2.9671e-09 0 2.9671e-09 0 2.9671e-09 0 2.9671e-09 
NO 5.6516e-08 0 5.6516e-08 0 5.6516e-08 0 5.6516e-08 
NH3 3.6879e-09 0 3.6879e-09 0 3.6879e-09 0 3.6879e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.7489e-09 0 1.7489e-09 0 1.7489e-09 0 1.7489e-09 
HCHO 1.7489e-09 0 1.7489e-09 0 1.7489e-09 0 1.7489e-09 
ETH 2.018e-08 0 2.018e-08 0 2.018e-08 0 2.018e-08 
OLEI 6.5249e-09 0 6.5249e-09 0 6.5249e-09 0 6.5249e-09 
OLET 6.5249e-09 0 6.5249e-09 0 6.5249e-09 0 6.5249e-09 
TOL 1.0763e-08 0 1.0763e-08 0 1.0763e-08 0 1.0763e-08 
XYL 6.4576e-09 0 6.4576e-09 0 6.4576e-09 0 6.4576e-09 
AONE 3.3633e-09 0 3.3633e-09 0 3.3633e-09 0 3.3633e-09 
PAR 2.5561e-07 0 2.5561e-07 0 2.5561e-07 0 2.5561e-07 
ISOP 6.2558e-10 0 6.2558e-10 0 6.2558e-10 0 6.2558e-10 
CH3OH 7.6684e-10 0 7.6684e-10 0 7.6684e-10 0 7.6684e-10 
ANOL 9.2828e-09 0 9.2828e-09 0 9.2828e-09 0 9.2828e-09 
