time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.9234e-09 0 4.9234e-09 0 4.9234e-09 0 4.9234e-09 
NO2 1.1281e-09 0 1.1281e-09 0 1.1281e-09 0 1.1281e-09 
NO 2.1488e-08 0 2.1488e-08 0 2.1488e-08 0 2.1488e-08 
NH3 5.0363e-10 0 5.0363e-10 0 5.0363e-10 0 5.0363e-10 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 5.1241e-09 0 5.1241e-09 0 5.1241e-09 0 5.1241e-09 
HCHO 5.1241e-09 0 5.1241e-09 0 5.1241e-09 0 5.1241e-09 
ETH 5.9125e-08 0 5.9125e-08 0 5.9125e-08 0 5.9125e-08 
OLEI 1.9117e-08 0 1.9117e-08 0 1.9117e-08 0 1.9117e-08 
OLET 1.9117e-08 0 1.9117e-08 0 1.9117e-08 0 1.9117e-08 
TOL 3.1533e-08 0 3.1533e-08 0 3.1533e-08 0 3.1533e-08 
XYL 1.892e-08 0 1.892e-08 0 1.892e-08 0 1.892e-08 
AONE 9.8541e-09 0 9.8541e-09 0 9.8541e-09 0 9.8541e-09 
PAR 7.4891e-07 0 7.4891e-07 0 7.4891e-07 0 7.4891e-07 
ISOP 1.8329e-09 0 1.8329e-09 0 1.8329e-09 0 1.8329e-09 
CH3OH 2.2467e-09 0 2.2467e-09 0 2.2467e-09 0 2.2467e-09 
ANOL 2.7197e-08 0 2.7197e-08 0 2.7197e-08 0 2.7197e-08 
