time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 2.6882e-09 0 2.6882e-09 0 2.6882e-09 0 2.6882e-09 
NO2 2.4504e-09 0 2.4504e-09 0 2.4504e-09 0 2.4504e-09 
NO 4.6674e-08 0 4.6674e-08 0 4.6674e-08 0 4.6674e-08 
NH3 7.7386e-09 0 7.7386e-09 0 7.7386e-09 0 7.7386e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.8196e-09 0 4.8196e-09 0 4.8196e-09 0 4.8196e-09 
HCHO 4.8196e-09 0 4.8196e-09 0 4.8196e-09 0 4.8196e-09 
ETH 5.5611e-08 0 5.5611e-08 0 5.5611e-08 0 5.5611e-08 
OLEI 1.7981e-08 0 1.7981e-08 0 1.7981e-08 0 1.7981e-08 
OLET 1.7981e-08 0 1.7981e-08 0 1.7981e-08 0 1.7981e-08 
TOL 2.9659e-08 0 2.9659e-08 0 2.9659e-08 0 2.9659e-08 
XYL 1.7795e-08 0 1.7795e-08 0 1.7795e-08 0 1.7795e-08 
AONE 9.2684e-09 0 9.2684e-09 0 9.2684e-09 0 9.2684e-09 
PAR 7.044e-07 0 7.044e-07 0 7.044e-07 0 7.044e-07 
ISOP 1.7239e-09 0 1.7239e-09 0 1.7239e-09 0 1.7239e-09 
CH3OH 2.1132e-09 0 2.1132e-09 0 2.1132e-09 0 2.1132e-09 
ANOL 2.5581e-08 0 2.5581e-08 0 2.5581e-08 0 2.5581e-08 
