time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 5.2855e-10 0 5.2855e-10 0 5.2855e-10 0 5.2855e-10 
NO2 1.0983e-09 0 1.0983e-09 0 1.0983e-09 0 1.0983e-09 
NO 2.092e-08 0 2.092e-08 0 2.092e-08 0 2.092e-08 
NH3 1.0083e-08 0 1.0083e-08 0 1.0083e-08 0 1.0083e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.2094e-09 0 4.2094e-09 0 4.2094e-09 0 4.2094e-09 
HCHO 4.2094e-09 0 4.2094e-09 0 4.2094e-09 0 4.2094e-09 
ETH 4.8569e-08 0 4.8569e-08 0 4.8569e-08 0 4.8569e-08 
OLEI 1.5704e-08 0 1.5704e-08 0 1.5704e-08 0 1.5704e-08 
OLET 1.5704e-08 0 1.5704e-08 0 1.5704e-08 0 1.5704e-08 
TOL 2.5904e-08 0 2.5904e-08 0 2.5904e-08 0 2.5904e-08 
XYL 1.5542e-08 0 1.5542e-08 0 1.5542e-08 0 1.5542e-08 
AONE 8.0949e-09 0 8.0949e-09 0 8.0949e-09 0 8.0949e-09 
PAR 6.1521e-07 0 6.1521e-07 0 6.1521e-07 0 6.1521e-07 
ISOP 1.5057e-09 0 1.5057e-09 0 1.5057e-09 0 1.5057e-09 
CH3OH 1.8456e-09 0 1.8456e-09 0 1.8456e-09 0 1.8456e-09 
ANOL 2.2342e-08 0 2.2342e-08 0 2.2342e-08 0 2.2342e-08 
