time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.651e-09 0 6.651e-09 0 6.651e-09 0 6.651e-09 
NO2 4.7514e-10 0 4.7514e-10 0 4.7514e-10 0 4.7514e-10 
NO 9.0503e-09 0 9.0503e-09 0 9.0503e-09 0 9.0503e-09 
NH3 1.7249e-08 0 1.7249e-08 0 1.7249e-08 0 1.7249e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 3.8846e-09 0 3.8846e-09 0 3.8846e-09 0 3.8846e-09 
HCHO 3.8846e-09 0 3.8846e-09 0 3.8846e-09 0 3.8846e-09 
ETH 4.4822e-08 0 4.4822e-08 0 4.4822e-08 0 4.4822e-08 
OLEI 1.4492e-08 0 1.4492e-08 0 1.4492e-08 0 1.4492e-08 
OLET 1.4492e-08 0 1.4492e-08 0 1.4492e-08 0 1.4492e-08 
TOL 2.3905e-08 0 2.3905e-08 0 2.3905e-08 0 2.3905e-08 
XYL 1.4343e-08 0 1.4343e-08 0 1.4343e-08 0 1.4343e-08 
AONE 7.4704e-09 0 7.4704e-09 0 7.4704e-09 0 7.4704e-09 
PAR 5.6775e-07 0 5.6775e-07 0 5.6775e-07 0 5.6775e-07 
ISOP 1.3895e-09 0 1.3895e-09 0 1.3895e-09 0 1.3895e-09 
CH3OH 1.7032e-09 0 1.7032e-09 0 1.7032e-09 0 1.7032e-09 
ANOL 2.0618e-08 0 2.0618e-08 0 2.0618e-08 0 2.0618e-08 
