time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 5.1015e-09 0 5.1015e-09 0 5.1015e-09 0 5.1015e-09 
NO2 5.8414e-10 0 5.8414e-10 0 5.8414e-10 0 5.8414e-10 
NO 1.1126e-08 0 1.1126e-08 0 1.1126e-08 0 1.1126e-08 
NH3 1.4874e-08 0 1.4874e-08 0 1.4874e-08 0 1.4874e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 6.7014e-10 0 6.7014e-10 0 6.7014e-10 0 6.7014e-10 
HCHO 6.7014e-10 0 6.7014e-10 0 6.7014e-10 0 6.7014e-10 
ETH 7.7324e-09 0 7.7324e-09 0 7.7324e-09 0 7.7324e-09 
OLEI 2.5001e-09 0 2.5001e-09 0 2.5001e-09 0 2.5001e-09 
OLET 2.5001e-09 0 2.5001e-09 0 2.5001e-09 0 2.5001e-09 
TOL 4.1239e-09 0 4.1239e-09 0 4.1239e-09 0 4.1239e-09 
XYL 2.4744e-09 0 2.4744e-09 0 2.4744e-09 0 2.4744e-09 
AONE 1.2887e-09 0 1.2887e-09 0 1.2887e-09 0 1.2887e-09 
PAR 9.7944e-08 0 9.7944e-08 0 9.7944e-08 0 9.7944e-08 
ISOP 2.397e-10 0 2.397e-10 0 2.397e-10 0 2.397e-10 
CH3OH 2.9383e-10 0 2.9383e-10 0 2.9383e-10 0 2.9383e-10 
ANOL 3.5569e-09 0 3.5569e-09 0 3.5569e-09 0 3.5569e-09 
