Time_JD	TimeStart	TimeStop	MACB	MACG	EabsB_MAC	EabsG_MAC	BC_SP	Chl_SP	SO4_SP	NO3_SP	OOA2_SP	OOA1_SP	HOArich_SP	NH4_SP	Rbc	NRPM1_SP	Org_SP	Chl	NH4	SO4	NO3	Org	NRPM1	COA	HOA	VOOA	NOOA
183.7777777777778	3518793600	3518794199																									
183.7847222222222	3518794200	3518794799																									
183.7916666666667	3518794800	3518795399																									
183.7986111111111	3518795400	3518795999																									
183.8055555555555	3518796000	3518796599																									
183.8125	3518796600	3518797199																									
183.8194444444445	3518797200	3518797799																									
183.8263888888889	3518797800	3518798399																									
183.8333333333333	3518798400	3518798999																									
183.8402777777778	3518799000	3518799599																									
183.8472222222222	3518799600	3518800199																									
183.8541666666667	3518800200	3518800799																									
183.8611111111111	3518800800	3518801399																									
183.8680555555555	3518801400	3518801999																									
183.875	3518802000	3518802599																									
183.8819444444445	3518802600	3518803199																									
183.8888888888889	3518803200	3518803799																									
183.8958333333333	3518803800	3518804399																									
183.9027777777778	3518804400	3518804999																									
183.9097222222222	3518805000	3518805599																									
183.9166666666667	3518805600	3518806199																									
183.9236111111111	3518806200	3518806799																									
183.9305555555555	3518806800	3518807399																									
183.9375	3518807400	3518807999																									
183.9444444444445	3518808000	3518808599																									
183.9513888888889	3518808600	3518809199																									
183.9583333333333	3518809200	3518809799																									
183.9652777777778	3518809800	3518810399																									
183.9722222222222	3518810400	3518810999																									
183.9791666666667	3518811000	3518811599																									
183.9861111111111	3518811600	3518812199																									
183.9930555555555	3518812200	3518812799																									
184	3518812800	3518813399	8.154425028952932	6.444811707174631	0.8494192738492639	0.8951127371075877																					
184.0069444444445	3518813400	3518813999	9.265468861829932	5.678369147189883	0.965153006440618	0.7886623815541505																					
184.0138888888889	3518814000	3518814599	9.600849220617865	6.985175626159646	1.000088460481028	0.9701632814110619																					
184.0208333333333	3518814600	3518815199	9.850345873796527	5.947038831880871	1.026077695187138	0.8259776155390098																					
184.0277777777778	3518815200	3518815799	9.814930952863516	5.878177582079136	1.022388640923283	0.8164135530665466																					
184.0347222222222	3518815800	3518816399	11.21987871563958	6.421848022108997	1.168737366212456	0.8919233364040273																					
184.0416666666667	3518816400	3518816999	9.746601732320627	7.390307655755985	1.015271013783399	1.026431618854998																					
184.0486111111111	3518817000	3518817599	8.975636655746362	6.682283310835485	0.9349621516402461	0.9280949042827062																					
184.0555555555555	3518817600	3518818199	8.772755908735943	6.536454147638382	0.9138287404933275	0.9078408538386642																					
184.0625	3518818200	3518818799	10.49221258592799	7.321833134998179	1.092938811034166	1.016921268749747																					
184.0694444444445	3518818800	3518819399	11.29959324101223	7.11628810829971	1.17704096260544	0.9883733483749597																					
184.0763888888889	3518819400	3518819999	13.09452123248431	7.882728276593962	1.364012628383783	1.094823371749161																					
184.0833333333333	3518820000	3518820599	9.297883997887995	6.576530095978247	0.9685295831133328	0.9134069577747564																					
184.0902777777778	3518820600	3518821199	9.719437218047036	6.565570486890528	1.0124413768799	0.9118847898459066																					
184.0972222222222	3518821200	3518821799	10.2076902415881	6.841005707070056	1.063301066832094	0.9501396815375077																					
184.1041666666667	3518821800	3518822399	9.024746059902636	7.044568515092529	0.9400777145731913	0.9784122937628513																					
184.1111111111111	3518822400	3518822999	8.617005581849915	6.683310346450121	0.8976047481093662	0.9282375481180722																					
184.1180555555555	3518823000	3518823599	8.982672348171791	7.034687360932674	0.935695036267895	0.9770399112406492																					
184.125	3518823600	3518824199	8.355979715237137	6.755341981406375	0.8704145536705351	0.9382419418619965																					
184.1319444444445	3518824200	3518824799	8.532320047369856	6.998916219584959	0.8887833382676934	0.9720716971645776																					
184.1388888888889	3518824800	3518825399	8.763318148763224	7.280308707437364	0.9128456404961692	1.011153987144078																					
184.1458333333333	3518825400	3518825999	9.903383225865241	7.222543942136027	1.031602419360963	1.003131103074448																					
184.1527777777778	3518826000	3518826599	8.880936100352875	6.214139059031234	0.9250975104534245	0.8630748693098936																					
184.1597222222222	3518826600	3518827199	9.168828595164198	6.509124187573383	0.9550863119962707	0.9040450260518588																					
184.1666666666667	3518827200	3518827799	9.888908754392139	6.223626394004369	1.030094661915848	0.8643925547228291																					
184.1736111111111	3518827800	3518828399	10.15370557158209	6.611941298558569	1.057677663706468	0.9183251803553567																					
184.1805555555555	3518828400	3518828999	11.75177539415906	7.145164511142742	1.224143270224902	0.9923839598809363																					
184.1875	3518829000	3518829599	9.699382485109448	6.432601057868776	1.010352342198901	0.8934168135928856																					
184.1944444444445	3518829600	3518830199	10.63188545527273	7.691701431684409	1.107488068257577	1.068291865511724																					
184.2013888888889	3518830200	3518830799	10.01116604817077	7.64804560608277	1.042829796684456	1.062228556400385																					
184.2083333333333	3518830800	3518831399	9.495350756848509	6.820696144313409	0.9890990371717198	0.9473189089324179																					
184.2152777777778	3518831400	3518831999	8.888064219600134	7.001587518862324	0.925840022875014	0.9724427109531006																					
184.2222222222222	3518832000	3518832599	8.852724602455247	6.962157306250452	0.922158812755755	0.9669662925347849																					
184.2291666666667	3518832600	3518833199	8.814804788419954	7.112832127247881	0.9182088321270786	0.9878933510066501																					
184.2361111111111	3518833200	3518833799	10.24729909782358	7.700741149475263	1.067426989356623	1.069547381871564																					
184.2430555555555	3518833800	3518834399	10.21850107350255	7.777396807635909	1.064427195156515	1.080194001060543																					
184.25	3518834400	3518834999	9.895557797317803	6.626986392140854	1.030787270553938	0.9204147766862296																					
184.2569444444445	3518835000	3518835599	9.861528676509701	7.086607758411463	1.027242570469761	0.9842510775571477																					
184.2638888888889	3518835600	3518836199	10.98025806612887	7.963537496880734	1.143776881888424	1.106046874566768																					
184.2708333333333	3518836200	3518836799	9.37283743936257	6.715103680466311	0.9763372332669344	0.9326532889536543																					
184.2777777777778	3518836800	3518837399	9.060402103744028	7.16372092336016	0.9437918858066696	0.9949612393555778																					
184.2847222222222	3518837400	3518837999	10.3977574326439	8.292808078307374	1.083099732567073	1.151778899764913																					
184.2916666666667	3518838000	3518838599	11.36426213886507	8.985559740389773	1.183777306131778	1.247994408387468																					
184.2986111111111	3518838600	3518839199	10.59211322777074	7.797777354352212	1.103345127892785	1.083024632548918																					
184.3055555555555	3518839200	3518839799	11.24412148632839	7.522270586947196	1.171262654825874	1.044759803742666																					
184.3125	3518839800	3518840399	9.666420400800906	7.897933003696441	1.006918791750094	1.096935139402283																					
184.3194444444445	3518840400	3518840999	9.686443122321002	7.234245075867501	1.009004491908438	1.004756260537153																					
184.3263888888889	3518841000	3518841599	10.51441818260766	8.328994888435579	1.095251894021631	1.156804845616053																					
184.3333333333333	3518841600	3518842199	9.88714218364092	7.010533550971561	1.029910644129262	0.9736852154127168																					
184.3402777777778	3518842200	3518842799	11.63760415062123	7.756990365225176	1.212250432356379	1.077359772947941																					
184.3472222222222	3518842800	3518843399	12.09996980079181	8.963909853270875	1.260413520915814	1.244987479620955																					
184.3541666666667	3518843400	3518843999	11.25980466749284	8.079262233109619	1.172896319530504	1.122119754598558																					
184.3611111111111	3518844000	3518844599	11.39194623322306	7.628821150532547	1.186661065960736	1.05955849312952																					
184.3680555555555	3518844600	3518845199	11.56535392315031	8.280280006592747	1.204724366994824	1.150038889804548																					
184.375	3518845200	3518845799	9.720873180894911	8.216680733459096	1.01259095634322	1.141205657424875																					
184.3819444444445	3518845800	3518846399	8.846913257842134	7.849538704873282	0.9215534643585557	1.090213709010178																					
184.3888888888889	3518846400	3518846999	8.738271745243132	7.826077986419549	0.910236640129493	1.086955275891604																					
184.3958333333333	3518847000	3518847599	8.300407805884307	8.869633698311439	0.8646258131129486	1.231893569209922																					
184.4027777777778	3518847600	3518848199	10.43717101943749	8.870922902855296	1.087205314524738	1.232072625396569																					
184.4097222222222	3518848200	3518848799	10.55485373842434	8.490301331676108	1.099463931085869	1.179208518288348																					
184.4166666666667	3518848800	3518849399	8.306443687211134	7.606209451171893	0.8652545507511599	1.056417979329429																					
184.4236111111111	3518849400	3518849999	11.93533356281547	8.792433542168656	1.243263912793279	1.221171325301202																					
184.4305555555555	3518850000	3518850599	13.57244543188896	8.590503990699935	1.4137963991551	1.19312555426388																					
184.4375	3518850600	3518851199	11.05718136452649	8.332775616084307	1.151789725471509	1.157329946678376																					
184.4444444444445	3518851200	3518851799	9.140999941699333	8.466383445420183	0.9521874939270139	1.175886589641692																					
184.4513888888889	3518851800	3518852399	8.938693950005277	8.794035804743155	0.9311139531255497	1.221393861769883																					
184.4583333333333	3518852400	3518852999	10.68822733148973	7.464635061299178	1.113357013696847	1.036754869624886																					
184.4652777777778	3518853000	3518853599	9.451860133984145	7.847208486658144	0.9845687639566818	1.089890067591409																					
184.4722222222222	3518853600	3518854199	9.890597525122725	8.162293193520725	1.030270575533617	1.133651832433434																					
184.4791666666667	3518854200	3518854799	12.66805195891458	8.866755317907149	1.319588745720269	1.231493794153771																					
184.4861111111111	3518854800	3518855399	14.13465668655366	8.824197577191041	1.472360071516007	1.225582996832089																					
184.4930555555555	3518855400	3518855999																									
184.5	3518856000	3518856599	10.84577301596999	8.347940703878193	1.129768022496874	1.159436208871971																					
