time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 3.1293e-09 0 3.1293e-09 0 3.1293e-09 0 3.1293e-09 
NO2 8.6673e-10 0 8.6673e-10 0 8.6673e-10 0 8.6673e-10 
NO 1.6509e-08 0 1.6509e-08 0 1.6509e-08 0 1.6509e-08 
NH3 1.0403e-08 0 1.0403e-08 0 1.0403e-08 0 1.0403e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 5.8118e-10 0 5.8118e-10 0 5.8118e-10 0 5.8118e-10 
HCHO 5.8118e-10 0 5.8118e-10 0 5.8118e-10 0 5.8118e-10 
ETH 6.7059e-09 0 6.7059e-09 0 6.7059e-09 0 6.7059e-09 
OLEI 2.1682e-09 0 2.1682e-09 0 2.1682e-09 0 2.1682e-09 
OLET 2.1682e-09 0 2.1682e-09 0 2.1682e-09 0 2.1682e-09 
TOL 3.5765e-09 0 3.5765e-09 0 3.5765e-09 0 3.5765e-09 
XYL 2.1459e-09 0 2.1459e-09 0 2.1459e-09 0 2.1459e-09 
AONE 1.1176e-09 0 1.1176e-09 0 1.1176e-09 0 1.1176e-09 
PAR 8.4941e-08 0 8.4941e-08 0 8.4941e-08 0 8.4941e-08 
ISOP 2.0788e-10 0 2.0788e-10 0 2.0788e-10 0 2.0788e-10 
CH3OH 2.5482e-10 0 2.5482e-10 0 2.5482e-10 0 2.5482e-10 
ANOL 3.0847e-09 0 3.0847e-09 0 3.0847e-09 0 3.0847e-09 
