time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.7623e-09 0 7.7623e-09 0 7.7623e-09 0 7.7623e-09 
NO2 3.0258e-09 0 3.0258e-09 0 3.0258e-09 0 3.0258e-09 
NO 5.7634e-08 0 5.7634e-08 0 5.7634e-08 0 5.7634e-08 
NH3 1.0798e-08 0 1.0798e-08 0 1.0798e-08 0 1.0798e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.6917e-09 0 4.6917e-09 0 4.6917e-09 0 4.6917e-09 
HCHO 4.6917e-09 0 4.6917e-09 0 4.6917e-09 0 4.6917e-09 
ETH 5.4135e-08 0 5.4135e-08 0 5.4135e-08 0 5.4135e-08 
OLEI 1.7504e-08 0 1.7504e-08 0 1.7504e-08 0 1.7504e-08 
OLET 1.7504e-08 0 1.7504e-08 0 1.7504e-08 0 1.7504e-08 
TOL 2.8872e-08 0 2.8872e-08 0 2.8872e-08 0 2.8872e-08 
XYL 1.7323e-08 0 1.7323e-08 0 1.7323e-08 0 1.7323e-08 
AONE 9.0225e-09 0 9.0225e-09 0 9.0225e-09 0 9.0225e-09 
PAR 6.8571e-07 0 6.8571e-07 0 6.8571e-07 0 6.8571e-07 
ISOP 1.6782e-09 0 1.6782e-09 0 1.6782e-09 0 1.6782e-09 
CH3OH 2.0571e-09 0 2.0571e-09 0 2.0571e-09 0 2.0571e-09 
ANOL 2.4902e-08 0 2.4902e-08 0 2.4902e-08 0 2.4902e-08 
