time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.8948e-09 0 1.8948e-09 0 1.8948e-09 0 1.8948e-09 
NO2 1.8241e-09 0 1.8241e-09 0 1.8241e-09 0 1.8241e-09 
NO 3.4744e-08 0 3.4744e-08 0 3.4744e-08 0 3.4744e-08 
NH3 1.2988e-09 0 1.2988e-09 0 1.2988e-09 0 1.2988e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.2097e-09 0 1.2097e-09 0 1.2097e-09 0 1.2097e-09 
HCHO 1.2097e-09 0 1.2097e-09 0 1.2097e-09 0 1.2097e-09 
ETH 1.3958e-08 0 1.3958e-08 0 1.3958e-08 0 1.3958e-08 
OLEI 4.5132e-09 0 4.5132e-09 0 4.5132e-09 0 4.5132e-09 
OLET 4.5132e-09 0 4.5132e-09 0 4.5132e-09 0 4.5132e-09 
TOL 7.4445e-09 0 7.4445e-09 0 7.4445e-09 0 7.4445e-09 
XYL 4.4667e-09 0 4.4667e-09 0 4.4667e-09 0 4.4667e-09 
AONE 2.3264e-09 0 2.3264e-09 0 2.3264e-09 0 2.3264e-09 
PAR 1.7681e-07 0 1.7681e-07 0 1.7681e-07 0 1.7681e-07 
ISOP 4.3271e-10 0 4.3271e-10 0 4.3271e-10 0 4.3271e-10 
CH3OH 5.3042e-10 0 5.3042e-10 0 5.3042e-10 0 5.3042e-10 
ANOL 6.4209e-09 0 6.4209e-09 0 6.4209e-09 0 6.4209e-09 
