time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.1005e-09 0 1.1005e-09 0 1.1005e-09 0 1.1005e-09 
NO2 2.0703e-09 0 2.0703e-09 0 2.0703e-09 0 2.0703e-09 
NO 3.9435e-08 0 3.9435e-08 0 3.9435e-08 0 3.9435e-08 
NH3 2.8243e-09 0 2.8243e-09 0 2.8243e-09 0 2.8243e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.7689e-09 0 4.7689e-09 0 4.7689e-09 0 4.7689e-09 
HCHO 4.7689e-09 0 4.7689e-09 0 4.7689e-09 0 4.7689e-09 
ETH 5.5026e-08 0 5.5026e-08 0 5.5026e-08 0 5.5026e-08 
OLEI 1.7792e-08 0 1.7792e-08 0 1.7792e-08 0 1.7792e-08 
OLET 1.7792e-08 0 1.7792e-08 0 1.7792e-08 0 1.7792e-08 
TOL 2.9347e-08 0 2.9347e-08 0 2.9347e-08 0 2.9347e-08 
XYL 1.7608e-08 0 1.7608e-08 0 1.7608e-08 0 1.7608e-08 
AONE 9.171e-09 0 9.171e-09 0 9.171e-09 0 9.171e-09 
PAR 6.9699e-07 0 6.9699e-07 0 6.9699e-07 0 6.9699e-07 
ISOP 1.7058e-09 0 1.7058e-09 0 1.7058e-09 0 1.7058e-09 
CH3OH 2.091e-09 0 2.091e-09 0 2.091e-09 0 2.091e-09 
ANOL 2.5312e-08 0 2.5312e-08 0 2.5312e-08 0 2.5312e-08 
