time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.5649e-09 0 4.5649e-09 0 4.5649e-09 0 4.5649e-09 
NO2 1.8878e-09 0 1.8878e-09 0 1.8878e-09 0 1.8878e-09 
NO 3.5958e-08 0 3.5958e-08 0 3.5958e-08 0 3.5958e-08 
NH3 9.2489e-09 0 9.2489e-09 0 9.2489e-09 0 9.2489e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.4316e-09 0 2.4316e-09 0 2.4316e-09 0 2.4316e-09 
HCHO 2.4316e-09 0 2.4316e-09 0 2.4316e-09 0 2.4316e-09 
ETH 2.8057e-08 0 2.8057e-08 0 2.8057e-08 0 2.8057e-08 
OLEI 9.0719e-09 0 9.0719e-09 0 9.0719e-09 0 9.0719e-09 
OLET 9.0719e-09 0 9.0719e-09 0 9.0719e-09 0 9.0719e-09 
TOL 1.4964e-08 0 1.4964e-08 0 1.4964e-08 0 1.4964e-08 
XYL 8.9784e-09 0 8.9784e-09 0 8.9784e-09 0 8.9784e-09 
AONE 4.6762e-09 0 4.6762e-09 0 4.6762e-09 0 4.6762e-09 
PAR 3.5539e-07 0 3.5539e-07 0 3.5539e-07 0 3.5539e-07 
ISOP 8.6978e-10 0 8.6978e-10 0 8.6978e-10 0 8.6978e-10 
CH3OH 1.0662e-09 0 1.0662e-09 0 1.0662e-09 0 1.0662e-09 
ANOL 1.2906e-08 0 1.2906e-08 0 1.2906e-08 0 1.2906e-08 
