time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 1.3507e-09 0 1.3507e-09 0 1.3507e-09 0 1.3507e-09 
NO2 2.733e-09 0 2.733e-09 0 2.733e-09 0 2.733e-09 
NO 5.2057e-08 0 5.2057e-08 0 5.2057e-08 0 5.2057e-08 
NH3 1.8809e-08 0 1.8809e-08 0 1.8809e-08 0 1.8809e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 2.9046e-09 0 2.9046e-09 0 2.9046e-09 0 2.9046e-09 
HCHO 2.9046e-09 0 2.9046e-09 0 2.9046e-09 0 2.9046e-09 
ETH 3.3515e-08 0 3.3515e-08 0 3.3515e-08 0 3.3515e-08 
OLEI 1.0836e-08 0 1.0836e-08 0 1.0836e-08 0 1.0836e-08 
OLET 1.0836e-08 0 1.0836e-08 0 1.0836e-08 0 1.0836e-08 
TOL 1.7875e-08 0 1.7875e-08 0 1.7875e-08 0 1.7875e-08 
XYL 1.0725e-08 0 1.0725e-08 0 1.0725e-08 0 1.0725e-08 
AONE 5.5858e-09 0 5.5858e-09 0 5.5858e-09 0 5.5858e-09 
PAR 4.2452e-07 0 4.2452e-07 0 4.2452e-07 0 4.2452e-07 
ISOP 1.039e-09 0 1.039e-09 0 1.039e-09 0 1.039e-09 
CH3OH 1.2736e-09 0 1.2736e-09 0 1.2736e-09 0 1.2736e-09 
ANOL 1.5417e-08 0 1.5417e-08 0 1.5417e-08 0 1.5417e-08 
