time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 8.4118e-09 0 8.4118e-09 0 8.4118e-09 0 8.4118e-09 
NO2 3.1092e-09 0 3.1092e-09 0 3.1092e-09 0 3.1092e-09 
NO 5.9222e-08 0 5.9222e-08 0 5.9222e-08 0 5.9222e-08 
NH3 1.8169e-08 0 1.8169e-08 0 1.8169e-08 0 1.8169e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 9.7772e-10 0 9.7772e-10 0 9.7772e-10 0 9.7772e-10 
HCHO 9.7772e-10 0 9.7772e-10 0 9.7772e-10 0 9.7772e-10 
ETH 1.1281e-08 0 1.1281e-08 0 1.1281e-08 0 1.1281e-08 
OLEI 3.6476e-09 0 3.6476e-09 0 3.6476e-09 0 3.6476e-09 
OLET 3.6476e-09 0 3.6476e-09 0 3.6476e-09 0 3.6476e-09 
TOL 6.0167e-09 0 6.0167e-09 0 6.0167e-09 0 6.0167e-09 
XYL 3.61e-09 0 3.61e-09 0 3.61e-09 0 3.61e-09 
AONE 1.8802e-09 0 1.8802e-09 0 1.8802e-09 0 1.8802e-09 
PAR 1.429e-07 0 1.429e-07 0 1.429e-07 0 1.429e-07 
ISOP 3.4972e-10 0 3.4972e-10 0 3.4972e-10 0 3.4972e-10 
CH3OH 4.2869e-10 0 4.2869e-10 0 4.2869e-10 0 4.2869e-10 
ANOL 5.1894e-09 0 5.1894e-09 0 5.1894e-09 0 5.1894e-09 
