R_bc_vol,R_bc_Mass,Eabs_532,Eabs_405,Eabs_632,Core_VED,Core_Volume,Mask_CoatingType
NAN,NAN,NAN,NAN,NAN,NAN,NAN,2
1.704677232,1.231155779,1.211365048,1.508461894,1.145441544,161.6357099,2.21E-15,2
NAN,NAN,NAN,NAN,NAN,NAN,NAN,2
0.779110797,0.562691131,1.084003801,NAN,1.109049542,151.3882638,1.82E-15,2
NAN,NAN,NAN,NAN,NAN,NAN,NAN,2
3.038060061,2.194154489,1.38681948,NAN,1.46854748,216.6197884,5.32E-15,2
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,2.38790932,NAN,NAN,NAN,203.4775306,4.41E-15,NAN
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
1.374301676,0.99255121,1.193352566,1.297250696,1.187049907,178.6080598,2.98E-15,2
NAN,NAN,NAN,NAN,NAN,NAN,NAN,2
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
