time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 4.4492e-09 0 4.4492e-09 0 4.4492e-09 0 4.4492e-09 
NO2 1.2027e-09 0 1.2027e-09 0 1.2027e-09 0 1.2027e-09 
NO 2.2909e-08 0 2.2909e-08 0 2.2909e-08 0 2.2909e-08 
NH3 6.8155e-09 0 6.8155e-09 0 6.8155e-09 0 6.8155e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 9.0624e-10 0 9.0624e-10 0 9.0624e-10 0 9.0624e-10 
HCHO 9.0624e-10 0 9.0624e-10 0 9.0624e-10 0 9.0624e-10 
ETH 1.0457e-08 0 1.0457e-08 0 1.0457e-08 0 1.0457e-08 
OLEI 3.381e-09 0 3.381e-09 0 3.381e-09 0 3.381e-09 
OLET 3.381e-09 0 3.381e-09 0 3.381e-09 0 3.381e-09 
TOL 5.5769e-09 0 5.5769e-09 0 5.5769e-09 0 5.5769e-09 
XYL 3.3461e-09 0 3.3461e-09 0 3.3461e-09 0 3.3461e-09 
AONE 1.7428e-09 0 1.7428e-09 0 1.7428e-09 0 1.7428e-09 
PAR 1.3245e-07 0 1.3245e-07 0 1.3245e-07 0 1.3245e-07 
ISOP 3.2416e-10 0 3.2416e-10 0 3.2416e-10 0 3.2416e-10 
CH3OH 3.9735e-10 0 3.9735e-10 0 3.9735e-10 0 3.9735e-10 
ANOL 4.8101e-09 0 4.8101e-09 0 4.8101e-09 0 4.8101e-09 
