time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 9.0033e-09 0 9.0033e-09 0 9.0033e-09 0 9.0033e-09 
NO2 3.1645e-09 0 3.1645e-09 0 3.1645e-09 0 3.1645e-09 
NO 6.0276e-08 0 6.0276e-08 0 6.0276e-08 0 6.0276e-08 
NH3 1.9341e-09 0 1.9341e-09 0 1.9341e-09 0 1.9341e-09 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.6129e-09 0 1.6129e-09 0 1.6129e-09 0 1.6129e-09 
HCHO 1.6129e-09 0 1.6129e-09 0 1.6129e-09 0 1.6129e-09 
ETH 1.861e-08 0 1.861e-08 0 1.861e-08 0 1.861e-08 
OLEI 6.0172e-09 0 6.0172e-09 0 6.0172e-09 0 6.0172e-09 
OLET 6.0172e-09 0 6.0172e-09 0 6.0172e-09 0 6.0172e-09 
TOL 9.9253e-09 0 9.9253e-09 0 9.9253e-09 0 9.9253e-09 
XYL 5.9552e-09 0 5.9552e-09 0 5.9552e-09 0 5.9552e-09 
AONE 3.1016e-09 0 3.1016e-09 0 3.1016e-09 0 3.1016e-09 
PAR 2.3573e-07 0 2.3573e-07 0 2.3573e-07 0 2.3573e-07 
ISOP 5.7691e-10 0 5.7691e-10 0 5.7691e-10 0 5.7691e-10 
CH3OH 7.0718e-10 0 7.0718e-10 0 7.0718e-10 0 7.0718e-10 
ANOL 8.5605e-09 0 8.5605e-09 0 8.5605e-09 0 8.5605e-09 
