time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 7.3394e-09 0 7.3394e-09 0 7.3394e-09 0 7.3394e-09 
NO2 1.736e-09 0 1.736e-09 0 1.736e-09 0 1.736e-09 
NO 3.3066e-08 0 3.3066e-08 0 3.3066e-08 0 3.3066e-08 
NH3 1.6231e-08 0 1.6231e-08 0 1.6231e-08 0 1.6231e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 6.6153e-10 0 6.6153e-10 0 6.6153e-10 0 6.6153e-10 
HCHO 6.6153e-10 0 6.6153e-10 0 6.6153e-10 0 6.6153e-10 
ETH 7.633e-09 0 7.633e-09 0 7.633e-09 0 7.633e-09 
OLEI 2.468e-09 0 2.468e-09 0 2.468e-09 0 2.468e-09 
OLET 2.468e-09 0 2.468e-09 0 2.468e-09 0 2.468e-09 
TOL 4.071e-09 0 4.071e-09 0 4.071e-09 0 4.071e-09 
XYL 2.4426e-09 0 2.4426e-09 0 2.4426e-09 0 2.4426e-09 
AONE 1.2722e-09 0 1.2722e-09 0 1.2722e-09 0 1.2722e-09 
PAR 9.6685e-08 0 9.6685e-08 0 9.6685e-08 0 9.6685e-08 
ISOP 2.3662e-10 0 2.3662e-10 0 2.3662e-10 0 2.3662e-10 
CH3OH 2.9006e-10 0 2.9006e-10 0 2.9006e-10 0 2.9006e-10 
ANOL 3.5112e-09 0 3.5112e-09 0 3.5112e-09 0 3.5112e-09 
