time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 2.1722e-09 0 2.1722e-09 0 2.1722e-09 0 2.1722e-09 
NO2 1.6834e-09 0 1.6834e-09 0 1.6834e-09 0 1.6834e-09 
NO 3.2065e-08 0 3.2065e-08 0 3.2065e-08 0 3.2065e-08 
NH3 1.7084e-08 0 1.7084e-08 0 1.7084e-08 0 1.7084e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 4.6539e-09 0 4.6539e-09 0 4.6539e-09 0 4.6539e-09 
HCHO 4.6539e-09 0 4.6539e-09 0 4.6539e-09 0 4.6539e-09 
ETH 5.3699e-08 0 5.3699e-08 0 5.3699e-08 0 5.3699e-08 
OLEI 1.7363e-08 0 1.7363e-08 0 1.7363e-08 0 1.7363e-08 
OLET 1.7363e-08 0 1.7363e-08 0 1.7363e-08 0 1.7363e-08 
TOL 2.8639e-08 0 2.8639e-08 0 2.8639e-08 0 2.8639e-08 
XYL 1.7184e-08 0 1.7184e-08 0 1.7184e-08 0 1.7184e-08 
AONE 8.9498e-09 0 8.9498e-09 0 8.9498e-09 0 8.9498e-09 
PAR 6.8018e-07 0 6.8018e-07 0 6.8018e-07 0 6.8018e-07 
ISOP 1.6647e-09 0 1.6647e-09 0 1.6647e-09 0 1.6647e-09 
CH3OH 2.0405e-09 0 2.0405e-09 0 2.0405e-09 0 2.0405e-09 
ANOL 2.4701e-08 0 2.4701e-08 0 2.4701e-08 0 2.4701e-08 
