time 0 43200 86400 129600 172800 216000 259200 
rate 0.5 0 0.5 0 0.5 0 0.5 
SO2 6.0657e-09 0 6.0657e-09 0 6.0657e-09 0 6.0657e-09 
NO2 2.8681e-10 0 2.8681e-10 0 2.8681e-10 0 2.8681e-10 
NO 5.4631e-09 0 5.4631e-09 0 5.4631e-09 0 5.4631e-09 
NH3 1.8586e-08 0 1.8586e-08 0 1.8586e-08 0 1.8586e-08 
CO 7.9587e-07 0 7.9587e-07 0 7.9587e-07 0 7.9587e-07 
ALD2 1.1343e-09 0 1.1343e-09 0 1.1343e-09 0 1.1343e-09 
HCHO 1.1343e-09 0 1.1343e-09 0 1.1343e-09 0 1.1343e-09 
ETH 1.3088e-08 0 1.3088e-08 0 1.3088e-08 0 1.3088e-08 
OLEI 4.2319e-09 0 4.2319e-09 0 4.2319e-09 0 4.2319e-09 
OLET 4.2319e-09 0 4.2319e-09 0 4.2319e-09 0 4.2319e-09 
TOL 6.9804e-09 0 6.9804e-09 0 6.9804e-09 0 6.9804e-09 
XYL 4.1883e-09 0 4.1883e-09 0 4.1883e-09 0 4.1883e-09 
AONE 2.1814e-09 0 2.1814e-09 0 2.1814e-09 0 2.1814e-09 
PAR 1.6579e-07 0 1.6579e-07 0 1.6579e-07 0 1.6579e-07 
ISOP 4.0574e-10 0 4.0574e-10 0 4.0574e-10 0 4.0574e-10 
CH3OH 4.9736e-10 0 4.9736e-10 0 4.9736e-10 0 4.9736e-10 
ANOL 6.0206e-09 0 6.0206e-09 0 6.0206e-09 0 6.0206e-09 
